page,text,p,start,end,type,description
050,"Thursday, January 26, 1922",1,0,26,DATE,Absolute or relative dates or periods
050,Nile,2,0,4,ORG,"Companies, agencies, institutions, etc."
050,Luxor,2,10,15,ORG,"Companies, agencies, institutions, etc."
050,Queen’s Tombs,3,15,28,FAC,"Buildings, airports, highways, bridges, etc."
050,Ramasseum,3,35,44,LOC,"Non-GPE locations, mountain ranges, bodies of water"
050,Colossi,3,70,77,LOC,"Non-GPE locations, mountain ranges, bodies of water"
050,Tomb,3,83,87,FAC,"Buildings, airports, highways, bridges, etc."
050,Temples,3,129,136,FAC,"Buildings, airports, highways, bridges, etc."
050,European,4,46,54,NORP,Nationalities or religious or political groups
050,Afternoon,5,0,9,TIME,Times smaller than a day
050,Neguib Pascha,5,41,54,PERSON,"People, including fictional"
050,von Cramer,5,67,77,PERSON,"People, including fictional"
050,Italian,5,86,93,NORP,Nationalities or religious or political groups
050,Negrotti,5,103,111,PERSON,"People, including fictional"
050,Karnac,5,129,135,GPE,"Countries, cities, states"
050,sunset,5,150,156,TIME,Times smaller than a day
050,Sekmet,5,173,179,PERSON,"People, including fictional"
050,Neguib,6,5,11,PERSON,"People, including fictional"
050,Armenian,6,18,26,NORP,Nationalities or religious or political groups
050,Copt,6,57,61,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
