page,text,p,start,end,type,description,wikidata,viaf,loc,notes
077,"Wednesday, February 22, 1922",1,0,28,DATE,Absolute or relative dates or periods,,,,
077,All day,2,0,7,DATE,Absolute or relative dates or periods,,,,
077,the Tombs of the Nobles,2,11,34,ORG,"Companies, agencies, institutions, etc.",,,,
077,Patricolo,2,40,49,PERSON,"People, including fictional",,,,
077,Ramasseum,2,82,91,FAC,"Buildings, airports, highways, bridges, etc.",,,,
077,Davies,2,128,134,PERSON,"People, including fictional",,,,
077,the English Rest House,2,138,160,FAC,"Buildings, airports, highways, bridges, etc.",,,,
077,Two,3,0,3,CARDINAL,Numerals that do not fall under another type,,,,
077,Amenhoptep,3,4,14,PERSON,"People, including fictional",,,,
077,56,3,34,36,CARDINAL,Numerals that do not fall under another type,,,,
077,52,3,41,43,CARDINAL,Numerals that do not fall under another type,,,,
077,Desiderio,3,99,108,PERSON,"People, including fictional",,,,
077,Agostino da Duccio,3,112,130,PERSON,"People, including fictional",,,,
077,B.B.,4,0,4,PERSON,"People, including fictional",,,,
077,Egyptian,4,40,48,NORP,Nationalities or religious or political groups,,,,
077,Anno Domini,4,127,138,PERSON,"People, including fictional",,,,
077,Nicky,4,160,165,PERSON,"People, including fictional",,,,
077,a thousand,4,176,186,CARDINAL,Numerals that do not fall under another type,,,,
