page,text,p,start,end,type,description
352,"Friday, November 24, 1922",1,0,25,DATE,Absolute or relative dates or periods
352,Kitson,3,5,11,PERSON,"People, including fictional"
352,Salvemini,4,0,9,PERSON,"People, including fictional"
352,Kitson,5,5,11,PERSON,"People, including fictional"
352,thousands,5,58,67,CARDINAL,Numerals that do not fall under another type
352,Geoffrey,5,93,101,PERSON,"People, including fictional"
352,Lina,7,0,4,PERSON,"People, including fictional"
352,RossLady Enniskillen,8,5,25,PERSON,"People, including fictional"
352,OjettiMrs,10,0,9,PERSON,"People, including fictional"
352,Henderson,10,20,29,PERSON,"People, including fictional"
352,Marchesa Rosales,11,0,16,PERSON,"People, including fictional"
352,Bagg,12,5,9,PERSON,"People, including fictional"
352,2,13,0,1,CARDINAL,Numerals that do not fall under another type
352,Salvemini,14,5,14,PERSON,"People, including fictional"
352,Jan[uary] 15th,14,38,52,DATE,Absolute or relative dates or periods
352,Cecil Margaret,14,61,75,PERSON,"People, including fictional"
352,Salvemini,14,80,89,PERSON,"People, including fictional"
352,four,15,29,33,CARDINAL,Numerals that do not fall under another type
352,Salvemini,15,74,83,PERSON,"People, including fictional"
