page,text,p,start,end,type,description
266,"Wednesday, August 30, 1922",1,0,26,DATE,Absolute or relative dates or periods
266,St. Leonard’s Terrace SW. 3,2,3,30,FAC,"Buildings, airports, highways, bridges, etc."
266,St. Leonard’s Terrace SW. 3,5,3,30,FAC,"Buildings, airports, highways, bridges, etc."
266,Barbara,5,37,44,PERSON,"People, including fictional"
266,Grace,6,33,38,PERSON,"People, including fictional"
266,N.G.,6,58,62,FAC,"Buildings, airports, highways, bridges, etc."
266,Yesterday,6,63,72,DATE,Absolute or relative dates or periods
266,Christopher,7,4,15,PERSON,"People, including fictional"
266,Dermod,8,7,13,PERSON,"People, including fictional"
266,Barbara,8,22,29,PERSON,"People, including fictional"
266,night,10,6,11,TIME,Times smaller than a day
266,Alys,10,27,31,PERSON,"People, including fictional"
266,3,11,1,2,CARDINAL,Numerals that do not fall under another type
266,B.B.,12,0,4,PERSON,"People, including fictional"
266,Nicky,12,9,14,PERSON,"People, including fictional"
266,Regensburg,12,18,28,GPE,"Countries, cities, states"
266,two,13,17,20,CARDINAL,Numerals that do not fall under another type
