page,text,p,start,end,type,description
238,"Wednesday, August 2, 1922",1,0,25,DATE,Absolute or relative dates or periods
238,Frankfort,2,0,9,GPE,"Countries, cities, states"
238,the morning,3,6,17,TIME,Times smaller than a day
238,Städelinstitut,3,25,39,ORG,"Companies, agencies, institutions, etc."
238,Herr Swarzenski,3,63,78,PERSON,"People, including fictional"
238,Dumarts,3,103,110,PERSON,"People, including fictional"
238,the Frankfürter Hof,3,114,133,FAC,"Buildings, airports, highways, bridges, etc."
238,Orb,5,18,21,LOC,"Non-GPE locations, mountain ranges, bodies of water"
238,yesterday,5,89,98,DATE,Absolute or relative dates or periods
238,Gellenhausen,6,11,23,FAC,"Buildings, airports, highways, bridges, etc."
238,Cathedral,6,36,45,FAC,"Buildings, airports, highways, bridges, etc."
238,Riemenschneider,6,78,93,PERSON,"People, including fictional"
238,Chinese,7,94,101,NORP,Nationalities or religious or political groups
