page,text,p,start,end,type,description
295,"Thursday, September 28, 1922",1,0,28,DATE,Absolute or relative dates or periods
295,Hotel Germania,2,0,14,ORG,"Companies, agencies, institutions, etc."
295,Karlsruhe,2,16,25,GPE,"Countries, cities, states"
295,Darmstadt,3,8,17,GPE,"Countries, cities, states"
295,Keyserling,3,26,36,PERSON,"People, including fictional"
295,Western,3,78,85,NORP,Nationalities or religious or political groups
295,B.B.,3,149,153,PERSON,"People, including fictional"
295,Bismarck,3,189,197,PERSON,"People, including fictional"
295,Tagore,3,264,270,PERSON,"People, including fictional"
295,Rabbi,3,277,282,PERSON,"People, including fictional"
295,3,3,314,315,CARDINAL,Numerals that do not fall under another type
295,Mother,3,364,370,PERSON,"People, including fictional"
295,13,3,395,397,CARDINAL,Numerals that do not fall under another type
295,Christs,3,398,405,NORP,Nationalities or religious or political groups
295,London,3,431,437,GPE,"Countries, cities, states"
295,B.B.,3,440,444,PERSON,"People, including fictional"
295,2,3,497,498,CARDINAL,Numerals that do not fall under another type
295,year,3,697,701,DATE,Absolute or relative dates or periods
295,Pritchard,3,754,763,PERSON,"People, including fictional"
295,years,3,792,797,DATE,Absolute or relative dates or periods
295,Prophet,3,803,810,PERSON,"People, including fictional"
295,Museum,4,57,63,ORG,"Companies, agencies, institutions, etc."
295,Stephan Lochner,4,77,92,PERSON,"People, including fictional"
