page,text,p,start,end,type,description
355,"Sunday, November 28, 1915",2,0,25,DATE,Absolute or relative dates or periods
355,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
355,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
355,Naima Lofroth,3,31,44,PERSON,"People, including fictional"
355,Ray,6,26,29,PERSON,"People, including fictional"
355,Barbara,6,49,56,PERSON,"People, including fictional"
355,Madonna del Sasso walk,6,121,143,FAC,"Buildings, airports, highways, bridges, etc."
355,BB,6,145,147,PERSON,"People, including fictional"
355,Naima,6,152,157,PERSON,"People, including fictional"
355,Prince Paul,7,19,30,PERSON,"People, including fictional"
355,Serbia,7,34,40,GPE,"Countries, cities, states"
355,Nello,7,42,47,PERSON,"People, including fictional"
355,Marchesa Casati,7,82,97,PERSON,"People, including fictional"
355,Loeser,8,50,56,PERSON,"People, including fictional"
355,America,8,99,106,GPE,"Countries, cities, states"
355,US,8,115,117,GPE,"Countries, cities, states"
355,no German-Americans,8,133,152,NORP,Nationalities or religious or political groups
