page,text,p,start,end,type,description
332,"Friday, November 5, 1915",2,0,24,DATE,Absolute or relative dates or periods
332,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
332,1:30,5,40,44,TIME,Times smaller than a day
332,6,5,77,78,TIME,Times smaller than a day
332,Sybil,6,0,5,PERSON,"People, including fictional"
332,BB,6,18,20,PERSON,"People, including fictional"
332,Geoffrey,7,0,8,PERSON,"People, including fictional"
332,Sybil,7,20,25,PERSON,"People, including fictional"
332,Ray,8,8,11,PERSON,"People, including fictional"
332,Karin,8,16,21,PERSON,"People, including fictional"
332,1000,8,38,42,CARDINAL,Numerals that do not fall under another type
332,Lill,8,54,58,PERSON,"People, including fictional"
332,Bontbright,8,76,86,ORG,"Companies, agencies, institutions, etc."
332,New York,8,90,98,GPE,"Countries, cities, states"
332,BB,9,2,4,PERSON,"People, including fictional"
332,Greene,9,28,34,PERSON,"People, including fictional"
332,3 months,9,41,49,DATE,Absolute or relative dates or periods
