page,text,p,start,end,type,description
040,"Sunday, January 17, 1915",2,0,24,DATE,Absolute or relative dates or periods
040,Cecil Pinsent,3,1,14,PERSON,"People, including fictional"
040,Geoffrey Scott,3,16,30,PERSON,"People, including fictional"
040,Naima,3,32,37,PERSON,"People, including fictional"
040,morning,4,10,17,TIME,Times smaller than a day
040,the afternoon,4,22,35,TIME,Times smaller than a day
040,B.B,4,36,39,PERSON,"People, including fictional"
040,Naima,4,45,50,PERSON,"People, including fictional"
040,Monte Senario,4,66,79,FAC,"Buildings, airports, highways, bridges, etc."
040,Geoffrey,4,84,92,PERSON,"People, including fictional"
040,Sybil,4,109,114,PERSON,"People, including fictional"
040,Strongs,4,123,130,PERSON,"People, including fictional"
040,Cecil,4,149,154,PERSON,"People, including fictional"
040,Janet,4,170,175,PERSON,"People, including fictional"
040,B.B.,4,177,181,PERSON,"People, including fictional"
040,Janet,5,7,12,PERSON,"People, including fictional"
040,Frank Crisp’s,5,35,48,PERSON,"People, including fictional"
040,500,6,13,16,MONEY,"Monetary values, including unit"
040,the Terremoto Committee,6,32,55,ORG,"Companies, agencies, institutions, etc."
040,Cecil,7,2,7,PERSON,"People, including fictional"
040,9,7,18,19,TIME,Times smaller than a day
