page,text,p,start,end,type,description
298,"Saturday, October 2, 1915",2,0,25,DATE,Absolute or relative dates or periods
298,Villa Bice Marina di Pisa,2,27,52,FAC,"Buildings, airports, highways, bridges, etc."
298,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
298,Collodi,5,16,23,GPE,"Countries, cities, states"
298,the morning,5,27,38,TIME,Times smaller than a day
298,Pescia,5,127,133,GPE,"Countries, cities, states"
298,Cecil,5,139,144,PERSON,"People, including fictional"
298,Florence,5,152,160,GPE,"Countries, cities, states"
298,Geoffrey,5,170,178,PERSON,"People, including fictional"
298,Massa,5,196,201,GPE,"Countries, cities, states"
298,the Zona di Guerra,5,234,252,FAC,"Buildings, airports, highways, bridges, etc."
298,Mascha,5,279,285,PERSON,"People, including fictional"
298,Arthur Travers-Borgström,5,303,327,PERSON,"People, including fictional"
298,a month,5,403,410,DATE,Absolute or relative dates or periods
298,first,5,421,426,ORDINAL,"""first"", ""second"", etc."
298,2,5,454,455,CARDINAL,Numerals that do not fall under another type
