page,text,p,start,end,type,description
173,"Sunday, May 30, 1915",2,0,20,DATE,Absolute or relative dates or periods
173,"Hotel d’Italie,",2,22,37,FAC,"Buildings, airports, highways, bridges, etc."
173,Aquila,2,38,44,GPE,"Countries, cities, states"
173,Aquila,4,4,10,GPE,"Countries, cities, states"
173,Assergi,4,24,31,GPE,"Countries, cities, states"
173,the Gran Sasso,4,83,97,FAC,"Buildings, airports, highways, bridges, etc."
173,"Monday, May 31, 1915",5,0,20,DATE,Absolute or relative dates or periods
173,Castello Ari Prov. di Chieti,5,22,50,FAC,"Buildings, airports, highways, bridges, etc."
173,BB,7,0,2,PERSON,"People, including fictional"
173,Church,7,40,46,FAC,"Buildings, airports, highways, bridges, etc."
173,yesterday,7,79,88,DATE,Absolute or relative dates or periods
173,Today,7,90,95,DATE,Absolute or relative dates or periods
173,Capistrano,8,13,23,GPE,"Countries, cities, states"
173,Popoli,8,39,45,GPE,"Countries, cities, states"
173,San Clemente,8,81,93,FAC,"Buildings, airports, highways, bridges, etc."
173,Casavera,8,97,105,GPE,"Countries, cities, states"
173,Chieti,8,123,129,GPE,"Countries, cities, states"
173,English,8,163,170,NORP,Nationalities or religious or political groups
173,BB,8,190,192,PERSON,"People, including fictional"
173,Carnegy Johnson,8,213,228,PERSON,"People, including fictional"
