page,text,p,start,end,type,description
279,"Monday, September 13, 1915",2,0,26,DATE,Absolute or relative dates or periods
279,11,2,28,30,CARDINAL,Numerals that do not fall under another type
279,St. Leonard’s Terrace,2,31,52,FAC,"Buildings, airports, highways, bridges, etc."
279,London,2,56,62,GPE,"Countries, cities, states"
279,Henry James,3,2,13,PERSON,"People, including fictional"
279,Santayana,3,18,27,PERSON,"People, including fictional"
279,James,3,43,48,PERSON,"People, including fictional"
279,Karin,4,16,21,PERSON,"People, including fictional"
279,Adrian,4,26,32,PERSON,"People, including fictional"
279,Union of Democratic Control,4,68,95,ORG,"Companies, agencies, institutions, etc."
