page,text,p,start,end,type,description
340,"Saturday, November 13, 1915",2,0,27,DATE,Absolute or relative dates or periods
340,Geoffrey Scott Naima Lofroth,3,0,28,PERSON,"People, including fictional"
340,North Italians,5,12,26,NORP,Nationalities or religious or political groups
340,Paterson,5,33,41,PERSON,"People, including fictional"
340,Ross,5,102,106,PERSON,"People, including fictional"
340,Acton,5,114,119,PERSON,"People, including fictional"
340,Acton,5,163,168,PERSON,"People, including fictional"
340,Mascha,6,2,8,PERSON,"People, including fictional"
340,Fortuny,6,43,50,ORG,"Companies, agencies, institutions, etc."
340,BB,6,113,115,PERSON,"People, including fictional"
340,Pratolino,6,124,133,GPE,"Countries, cities, states"
340,Paul,6,146,150,PERSON,"People, including fictional"
340,Serbia,6,154,160,GPE,"Countries, cities, states"
340,Barbara,6,175,182,PERSON,"People, including fictional"
340,four,6,241,245,DATE,Absolute or relative dates or periods
340,B,6,248,249,PERSON,"People, including fictional"
