page,text,p,start,end,type,description
150,"Friday, May 7, 1915",2,0,19,DATE,Absolute or relative dates or periods
150,BB,5,10,12,ORG,"Companies, agencies, institutions, etc."
150,Bellini,5,15,22,PERSON,"People, including fictional"
150,the morning,5,26,37,TIME,Times smaller than a day
150,Yoï,5,44,47,PERSON,"People, including fictional"
150,Nello,5,52,57,PERSON,"People, including fictional"
150,Stan,5,62,66,PERSON,"People, including fictional"
150,Montefiano,5,74,84,GPE,"Countries, cities, states"
150,Yoï,5,92,95,PERSON,"People, including fictional"
150,the summer,5,112,122,DATE,Absolute or relative dates or periods
150,Stan,5,151,155,PERSON,"People, including fictional"
150,Gordon Craig,5,196,208,PERSON,"People, including fictional"
150,Sybil,6,2,7,PERSON,"People, including fictional"
150,Luchaire,6,16,24,PERSON,"People, including fictional"
150,Salvemini,6,29,38,PERSON,"People, including fictional"
150,Salvemini,6,55,64,PERSON,"People, including fictional"
