page,text,p,start,end,type,description,wikidata,viaf,loc,notes
055,"Thursday, February 17, 1916",2,0,27,DATE,Absolute or relative dates or periods,,,,
055,Paris,2,29,34,GPE,"Countries, cities, states",,,,
055,Reinach,4,2,9,PERSON,"People, including fictional",,,,
055,Nathalie Barney,4,43,58,PERSON,"People, including fictional",,,,
055,Stenbock,4,100,108,PERSON,"People, including fictional",,,,
055,Eastern,4,259,266,NORP,Nationalities or religious or political groups,,,,
055,American,5,38,46,NORP,Nationalities or religious or political groups,,,,
055,Empire,6,80,86,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
055,Yoï,6,107,110,PERSON,"People, including fictional",,,,
055,Tylers,7,6,12,PERSON,"People, including fictional",,,,
055,Ch. Du Bos,7,17,27,PERSON,"People, including fictional",,,,
055,Byba,8,2,6,PERSON,"People, including fictional",,,,
055,Geoffrey,8,16,24,PERSON,"People, including fictional",,,,
055,Nikky,8,30,35,PERSON,"People, including fictional",,,,
055,this Spring,8,52,63,DATE,Absolute or relative dates or periods,,,,
055,Marcella,8,88,96,GPE,"Countries, cities, states",,,,
055,Nikky,8,163,168,PERSON,"People, including fictional",,,,
055,a year -“or 18 months,8,185,206,DATE,Absolute or relative dates or periods,,,,
