page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0222,"Tuesday, March 1, 1892",1,2,24,DATE,Absolute or relative dates or periods,,,,
0222,Hotel Globa e Londra,1,26,46,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0222,Pistoia,1,48,55,GPE,"Countries, cities, states",,,,
0222,Verocchio,2,11,20,PERSON,"People, including fictional",,,,
0222,Lorenzo di Credi,2,22,38,PERSON,"People, including fictional",,,,
0222,Ridolfo Ghirlandaio,2,43,62,PERSON,"People, including fictional",,,,
0222,Uffizi,2,70,76,PERSON,"People, including fictional",,,,
0222,the morning,2,80,91,TIME,Times smaller than a day,,,,
0222,the afternoon,3,3,16,TIME,Times smaller than a day,,,,
0222,Pistoia,3,28,35,GPE,"Countries, cities, states",,,,
0222,Creighton,4,7,16,ORG,"Companies, agencies, institutions, etc.",,,,
0222,B.,4,33,35,PERSON,"People, including fictional",,,,
0222,Symonds,4,41,48,PERSON,"People, including fictional",,,,
0222,"Essays, Speculative and Suggestive",4,50,84,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0222,Creighton,6,52,61,PERSON,"People, including fictional",,,,
0222,B. Huysmans’,6,66,78,PERSON,"People, including fictional",,,,
0222,En rade,6,79,86,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0222,La terre,7,58,66,GPE,"Countries, cities, states",,,,
0222,"Wednesday, March 2, 1892",9,2,26,DATE,Absolute or relative dates or periods,,,,
0222,Florence,9,28,36,GPE,"Countries, cities, states",,,,
0222,Pistoia,10,9,16,GPE,"Countries, cities, states",,,,
0222,the Lorenzo di Credi,10,38,58,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0222,Duomo,10,66,71,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0222,the evening,11,3,14,TIME,Times smaller than a day,,,,
0222,"Thursday, March 3, 1892",12,0,23,DATE,Absolute or relative dates or periods,,,,
0222,Florence,12,25,33,GPE,"Countries, cities, states",,,,
0222,the Strozzi Chapel,13,10,28,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0222,B.,14,0,2,PERSON,"People, including fictional",,,,
0222,Alinari,14,27,34,PERSON,"People, including fictional",,,,
0222,Edith,14,77,82,PERSON,"People, including fictional",,,,
0222,Emma,14,112,116,PERSON,"People, including fictional",,,,
0222,Karin,14,161,166,PERSON,"People, including fictional",,,,
0222,B.,15,0,2,PERSON,"People, including fictional",,,,
0222,the evening,16,3,14,TIME,Times smaller than a day,,,,
0222,Creighton,16,22,31,PERSON,"People, including fictional",,,,
0222,Morelli,16,78,85,PERSON,"People, including fictional",,,,
0222,"Friday, March 4, 1892",17,0,21,DATE,Absolute or relative dates or periods,,,,
0222,Florence,17,23,31,GPE,"Countries, cities, states",,,,
0222,Uffizi,18,0,6,PERSON,"People, including fictional",,,,
0222,Bronzino,18,21,29,PERSON,"People, including fictional",,,,
0222,Venetians,18,72,81,NORP,Nationalities or religious or political groups,,,,
0222,the afternoon,19,42,55,TIME,Times smaller than a day,,,,
0222,Gertrude,20,14,22,PERSON,"People, including fictional",,,,
0222,Creighton,21,5,14,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0222,B.,21,16,18,PERSON,"People, including fictional",,,,
0222,Huysmans,21,24,32,PERSON,"People, including fictional",,,,
0222,En ménage,21,34,43,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0222,Eastlake’s,22,5,15,ORG,"Companies, agencies, institutions, etc.",,,,
0222,Literature of the Fine Arts,22,16,43,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0222,"Saturday, March 5, 1892",23,0,23,DATE,Absolute or relative dates or periods,,,,
0222,Florence,23,25,33,GPE,"Countries, cities, states",,,,
0222,B.,25,8,10,PERSON,"People, including fictional",,,,
0222,Lotto,26,10,15,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0222,Castello,27,11,19,PERSON,"People, including fictional",,,,
0222,the Ridolfo Ghirlandaio’s,27,27,52,PERSON,"People, including fictional",,,,
0222,Gertrude,27,71,79,PERSON,"People, including fictional",,,,
0222,Swiss,27,85,90,NORP,Nationalities or religious or political groups,,,,
0222,Julia,27,96,101,PERSON,"People, including fictional",,,,
