page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0424,"Tuesday, October 17, 1893",1,0,25,DATE,Absolute or relative dates or periods,,,,
0424,"Croce d’Oro,",1,27,39,GPE,"Countries, cities, states",,,,
0424,Padua,1,40,45,GPE,"Countries, cities, states",,,,
0424,all the morning,2,19,34,TIME,Times smaller than a day,,,,
0424,3.30,2,49,53,TIME,Times smaller than a day,,,,
0424,a Fil. da Verona,3,13,29,PERSON,"People, including fictional",,,,
0424,Duomo,4,8,13,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0424,Hampton Court,5,11,24,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0424,Guide,5,26,31,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0424,Bernhard,5,38,46,PERSON,"People, including fictional",,,,
0424,Crowe & Cavalcaselle on Padua,5,52,81,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0424,"Wednesday, October 18, 1893",7,0,27,DATE,Absolute or relative dates or periods,,,,
0424,"Croce d’Oro,",7,29,41,GPE,"Countries, cities, states",,,,
0424,Padua,7,42,47,GPE,"Countries, cities, states",,,,
0424,the morning,8,11,22,TIME,Times smaller than a day,,,,
0424,Pieve,9,11,16,GPE,"Countries, cities, states",,,,
0424,the afternoon,10,4,17,TIME,Times smaller than a day,,,,
0424,Alvise,10,36,42,PERSON,"People, including fictional",,,,
0424,Tiepolo,11,9,16,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0424,Palma-Romanino,11,31,45,NORP,Nationalities or religious or political groups,,,,
0424,Ranke and Mantova e Urbino,12,5,31,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0424,Luzio,12,35,40,PERSON,"People, including fictional",,,,
0424,Renier,12,45,51,PERSON,"People, including fictional",,,,
0424,"Thursday, October 19, 1893",14,0,26,DATE,Absolute or relative dates or periods,,,,
0424,"Croce d’Oro,",14,28,40,GPE,"Countries, cities, states",,,,
0424,Padua,14,41,46,GPE,"Countries, cities, states",,,,
0424,Bernhard,15,0,8,PERSON,"People, including fictional",,,,
0424,the Bishop’s Palace,16,7,26,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,Duomo,16,28,33,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,Baptistry,16,35,44,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,Eremitani,16,49,58,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,the morning,16,62,73,TIME,Times smaller than a day,,,,
0424,Stra,16,88,92,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,the afternoon,16,96,109,TIME,Times smaller than a day,,,,
0424,5.50,16,111,115,TIME,Times smaller than a day,,,,
0424,Tiepolo,16,143,150,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,Palace,16,168,174,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,Hampton Court,17,14,27,ORG,"Companies, agencies, institutions, etc.",,,,
0424,Bernhard,17,40,48,PERSON,"People, including fictional",,,,
0424,evening,17,82,89,TIME,Times smaller than a day,,,,
0424,The first day,18,0,13,DATE,Absolute or relative dates or periods,,,,
0424,"Friday, October 20, 1893",19,0,24,DATE,Absolute or relative dates or periods,,,,
0424,"Croce d’Oro,",19,26,38,GPE,"Countries, cities, states",,,,
0424,Padua,19,39,44,GPE,"Countries, cities, states",,,,
0424,Bernhard,20,0,8,PERSON,"People, including fictional",,,,
0424,Santa,21,40,45,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,the Scuole del Santo,21,78,98,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,the Arena Chapel,21,131,147,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0424,two years ago,21,226,239,DATE,Absolute or relative dates or periods,,,,
0424,5 francs,22,15,23,MONEY,"Monetary values, including unit",,,,
0424,6,22,40,41,CARDINAL,Numerals that do not fall under another type,,,,
0424,Praglia,22,46,53,GPE,"Countries, cities, states",,,,
0424,Tullio Lombardi’s,23,167,184,PERSON,"People, including fictional",,,,
0424,last century,23,206,218,DATE,Absolute or relative dates or periods,,,,
0424,Mantegna,23,258,266,PERSON,"People, including fictional",,,,
0424,the evening,24,3,14,TIME,Times smaller than a day,,,,
0424,Vol. II,24,73,80,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0424,Ranke,24,84,89,PERSON,"People, including fictional",,,,
0424,Reformation,24,92,103,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0424,Bernhard,24,133,141,PERSON,"People, including fictional",,,,
0424,Mantova e Urbino,24,151,167,WORK_OF_ART,"Titles of books, songs, etc.",,,,
