page,text,p,start,end,type,description,wikidata,viaf,loc,notes
122,"Wednesday, September 16, 1891",1,0,29,DATE,Absolute or relative dates or periods,,,,
122,Verona,1,31,37,GPE,"Countries, cities, states",,,,
122,Mantua,2,8,14,GPE,"Countries, cities, states",,,,
122,7 o’clock,2,18,27,TIME,Times smaller than a day,,,,
122,Heine,2,40,45,ORG,"Companies, agencies, institutions, etc.",,,,
122,German,2,50,56,NORP,Nationalities or religious or political groups,,,,
122,Two Gentlemen of Verona,2,72,95,WORK_OF_ART,"Titles of books, songs, etc.",,,,
122,1 1/2 hours,2,108,119,TIME,Times smaller than a day,,,,
122,St. Andrea,3,4,14,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Alberti,3,25,32,PERSON,"People, including fictional",,,,
122,Mantegna,3,39,47,PERSON,"People, including fictional",,,,
122,Duomo,3,71,76,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Church,3,85,91,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Giulio Romano,3,105,118,PERSON,"People, including fictional",,,,
122,Santa Barbara,3,124,137,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,the Gonzaga Palace,3,142,160,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Mantegna,3,165,173,PERSON,"People, including fictional",,,,
122,Cavenaghi,3,222,231,PERSON,"People, including fictional",,,,
122,Buonsignoris,4,18,30,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,"the Accademia Vergili〈an〉a,",4,34,61,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,the Palazzo del Te,4,70,88,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Giulio Romano,4,113,126,PERSON,"People, including fictional",,,,
122,2 o’clock,5,5,14,TIME,Times smaller than a day,,,,
122,6,5,75,76,TIME,Times smaller than a day,,,,
122,Bernhard,6,0,8,PERSON,"People, including fictional",,,,
122,Giulio Romano,7,13,26,PERSON,"People, including fictional",,,,
122,the evening,7,30,41,TIME,Times smaller than a day,,,,
122,"Thursday, September 17, 1891",8,0,28,DATE,Absolute or relative dates or periods,,,,
122,Verona,8,30,36,GPE,"Countries, cities, states",,,,
122,S. Eufemia,9,8,18,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,the Bishop’s Palace,9,20,39,ORG,"Companies, agencies, institutions, etc.",,,,
122,S. Bernardino,9,44,57,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,the morning,9,75,86,TIME,Times smaller than a day,,,,
122,Gertrude,10,14,22,PERSON,"People, including fictional",,,,
122,Florence,11,21,29,GPE,"Countries, cities, states",,,,
122,next week,11,30,39,DATE,Absolute or relative dates or periods,,,,
122,San Fermo,13,18,27,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Museo,13,32,37,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,the afternoon,13,41,54,TIME,Times smaller than a day,,,,
122,Michael Field,14,10,23,PERSON,"People, including fictional",,,,
122,"Friday, September 18, 1891",17,0,26,DATE,Absolute or relative dates or periods,,,,
122,Hotel Città di Monaco,17,28,49,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Venice,17,51,57,GPE,"Countries, cities, states",,,,
122,the morning,18,6,17,TIME,Times smaller than a day,,,,
122,San Paolo,18,21,30,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,San Nazzaro e Celso,18,32,51,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,San Tomaso,18,56,66,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,4.20,18,266,270,DATE,Absolute or relative dates or periods,,,,
122,Venice,18,280,286,GPE,"Countries, cities, states",,,,
122,Isabella,19,5,13,PERSON,"People, including fictional",,,,
122,Charles V,20,5,14,PERSON,"People, including fictional",,,,
122,German,21,1,7,NORP,Nationalities or religious or political groups,,,,
122,Venice,22,11,17,GPE,"Countries, cities, states",,,,
122,Piazza,23,14,20,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,"Saturday, September 19, 1891",24,1,29,DATE,Absolute or relative dates or periods,,,,
122,Monaco,24,31,37,GPE,"Countries, cities, states",,,,
122,Venice,24,39,45,GPE,"Countries, cities, states",,,,
122,St Mark’s,25,8,17,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,San Zaccharia,25,19,32,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Santa Maria Formosa,25,44,63,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,San Giovanni e Paolo,25,73,93,FAC,"Buildings, airports, highways, bridges, etc.",,,,
122,Layard’s,26,14,22,ORG,"Companies, agencies, institutions, etc.",,,,
122,2 1/2 hours,26,42,53,TIME,Times smaller than a day,,,,
122,Correggio,27,8,17,PERSON,"People, including fictional",,,,
122,evening,27,29,36,TIME,Times smaller than a day,,,,
