page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0156,"Monday, November 2, 1891",1,0,24,DATE,Absolute or relative dates or periods,,,,
0156,Stella d’Oro,1,26,38,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,Treviso,1,40,47,GPE,"Countries, cities, states",,,,
0156,S. Cristina,2,58,69,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0156,Lotto,2,94,99,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0156,Giorgione,2,129,138,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,the Monte di Pietà,2,142,160,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,Motta di Livenza,2,192,208,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,Church,2,281,287,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,Savoldo,2,384,391,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,Pordenone,2,395,404,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,the Scarpa Gallery,3,12,30,ORG,"Companies, agencies, institutions, etc.",,,,
0156,"Tuesday, November 3, 1891",5,0,25,DATE,Absolute or relative dates or periods,,,,
0156,Italia,5,27,33,GPE,"Countries, cities, states",,,,
0156,Udine,5,35,40,GPE,"Countries, cities, states",,,,
0156,the morning,6,3,14,TIME,Times smaller than a day,,,,
0156,Pordenone,7,16,25,GPE,"Countries, cities, states",,,,
0156,Duomo,7,54,59,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,"Wednesday, November 4, 1891",8,0,27,DATE,Absolute or relative dates or periods,,,,
0156,Udine,8,29,34,GPE,"Countries, cities, states",,,,
0156,Venice,9,69,75,GPE,"Countries, cities, states",,,,
0156,the Doge’s Palace,9,110,127,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,Attila,9,179,185,GPE,"Countries, cities, states",,,,
0156,Bernhard,10,0,8,PERSON,"People, including fictional",,,,
0156,all day,10,28,35,DATE,Absolute or relative dates or periods,,,,
0156,Giovanni,10,40,48,PERSON,"People, including fictional",,,,
0156,Martini,10,50,57,PERSON,"People, including fictional",,,,
0156,Girolamo da Udine,10,63,80,PERSON,"People, including fictional",,,,
0156,Pellegrino di San Daniele,10,121,146,ORG,"Companies, agencies, institutions, etc.",,,,
0156,"Thursday, November 5, 1891",12,0,26,DATE,Absolute or relative dates or periods,,,,
0156,Hotel Tegetthof,12,28,43,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0156,Vienna,12,45,51,GPE,"Countries, cities, states",,,,
0156,Costas,13,11,17,PERSON,"People, including fictional",,,,
0156,7.50,13,34,38,TIME,Times smaller than a day,,,,
0156,Vienna,13,54,60,GPE,"Countries, cities, states",,,,
0156,9.30,13,77,81,TIME,Times smaller than a day,,,,
0156,Villiers de l’Isle Adam,14,8,31,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0156,Nouveau Monde,14,34,47,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0156,Flaubert,15,5,13,PERSON,"People, including fictional",,,,
0156,Trois Contes,15,16,28,PERSON,"People, including fictional",,,,
0156,Giovanni,17,0,8,PERSON,"People, including fictional",,,,
