page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0372,"Friday, March 10, 1893",1,0,22,DATE,Absolute or relative dates or periods,,,,
0372,Florence,1,24,32,GPE,"Countries, cities, states",,,,
0372,Santa Maria Novella,3,8,27,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0372,Bernhard,4,12,20,PERSON,"People, including fictional",,,,
0372,Carl Frey,4,31,40,PERSON,"People, including fictional",,,,
0372,German,4,64,70,LANGUAGE,Any named language,,,,
0372,Santa Margarita,5,47,62,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0372,evening,6,10,17,TIME,Times smaller than a day,,,,
0372,"Saturday, March 11, 1893",7,2,26,DATE,Absolute or relative dates or periods,,,,
0372,Florence,7,28,36,GPE,"Countries, cities, states",,,,
0372,nearly the whole day,8,9,29,DATE,Absolute or relative dates or periods,,,,
0372,Carl Frey,8,44,53,PERSON,"People, including fictional",,,,
0372,the New York Nation,8,91,110,ORG,"Companies, agencies, institutions, etc.",,,,
0372,8.30,8,114,118,TIME,Times smaller than a day,,,,
0372,Bellosguardo,9,37,49,PERSON,"People, including fictional",,,,
0372,Lucca,10,22,27,GPE,"Countries, cities, states",,,,
0372,Florence,10,46,54,GPE,"Countries, cities, states",,,,
0372,"Sunday, March 12, 1893",12,0,22,DATE,Absolute or relative dates or periods,,,,
0372,Florence,12,24,32,GPE,"Countries, cities, states",,,,
0372,Pillars of Society,15,19,37,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0372,the Bagno di Ripoli,16,43,62,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0372,the evening,17,3,14,TIME,Times smaller than a day,,,,
0372,Bernhard,17,15,23,PERSON,"People, including fictional",,,,
0372,Symonds,17,29,36,PERSON,"People, including fictional",,,,
0372,German,17,80,86,LANGUAGE,Any named language,,,,
0372,Michelet,17,96,104,PERSON,"People, including fictional",,,,
0372,Richelieu,17,108,117,PERSON,"People, including fictional",,,,
0372,"Monday, March 13, 1893",18,0,22,DATE,Absolute or relative dates or periods,,,,
0372,Florence,18,24,32,GPE,"Countries, cities, states",,,,
0372,Lotto,20,42,47,ORG,"Companies, agencies, institutions, etc.",,,,
0372,German,21,10,16,LANGUAGE,Any named language,,,,
0372,Bernhard,21,36,44,PERSON,"People, including fictional",,,,
0372,Symonds’ Literature,21,50,69,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0372,"Tuesday, March 14, 1893",22,0,23,DATE,Absolute or relative dates or periods,,,,
0372,Florence,22,25,33,GPE,"Countries, cities, states",,,,
0372,Galleries,23,4,13,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0372,the whole day,23,37,50,DATE,Absolute or relative dates or periods,,,,
0372,Lotto,23,56,61,ORG,"Companies, agencies, institutions, etc.",,,,
0372,Bellosguardo,23,84,96,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0372,Bernhard,24,0,8,PERSON,"People, including fictional",,,,
0372,Hapgood,24,18,25,PERSON,"People, including fictional",,,,
0372,German,24,41,47,LANGUAGE,Any named language,,,,
0372,German,25,0,6,PERSON,"People, including fictional",,,,
0372,Symonds,25,11,18,PERSON,"People, including fictional",,,,
0372,"Wednesday, March 15, 1893",27,2,27,DATE,Absolute or relative dates or periods,,,,
0372,Florence,27,29,37,GPE,"Countries, cities, states",,,,
0372,the last two years,29,158,176,DATE,Absolute or relative dates or periods,,,,
0372,"Thursday, March 16, 1893",31,0,24,DATE,Absolute or relative dates or periods,,,,
0372,Florence,31,26,34,GPE,"Countries, cities, states",,,,
0372,the day,32,14,21,DATE,Absolute or relative dates or periods,,,,
0372,An Enemy of the People,33,5,27,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0372,Ibsen,33,29,34,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0372,"Friday, March 17, 1893",34,0,22,DATE,Absolute or relative dates or periods,,,,
0372,Florence,34,24,32,GPE,"Countries, cities, states",,,,
0372,the afternoon,36,17,30,TIME,Times smaller than a day,,,,
0372,James,36,42,47,PERSON,"People, including fictional",,,,
0372,Christina Bremner,37,0,17,PERSON,"People, including fictional",,,,
0372,6.30,38,12,16,TIME,Times smaller than a day,,,,
0372,Bernhard,39,0,8,PERSON,"People, including fictional",,,,
0372,Forbes,39,23,29,ORG,"Companies, agencies, institutions, etc.",,,,
