page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0266,"Sunday, May 1, 1892",1,2,21,DATE,Absolute or relative dates or periods,,,,
0266,"Albergo dell’Aquila,",1,23,43,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0266,Poggibonsi,1,44,54,GPE,"Countries, cities, states",,,,
0266,Santa Lucia,2,89,100,GPE,"Countries, cities, states",,,,
0266,Benozzo,2,119,126,PERSON,"People, including fictional",,,,
0266,a Fra Paolino,2,131,144,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0266,Municipio,3,13,22,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0266,S. Agostino,3,34,45,PERSON,"People, including fictional",,,,
0266,two,3,64,67,CARDINAL,Numerals that do not fall under another type,,,,
0266,San Lucchese,4,36,48,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0266,Gerino,4,80,86,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0266,Church,4,94,100,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0266,Gerino,4,165,171,PERSON,"People, including fictional",,,,
0266,Refectory,4,188,197,FAC,"Buildings, airports, highways, bridges, etc.",,,,
